Species 1,Species 2,Dist
Australia(28),New Zealand(19),0,0011661813
Australia(29),New Zealand(19),0,0035190761
Australia(30),New Zealand(19),0,0017533624
Australia(31),New Zealand(19),0,0035276093
Australia(32),New Zealand(19),0,0017574711
Australia(33),New Zealand(19),0,0011737095
Australia(34),New Zealand(19),0,0153258287
Australia(35),New Zealand(19),0,0171233141
Australia(36),New Zealand(19),0,0159242728
Australia(37),New Zealand(19),0,0011661813
Australia(38),New Zealand(19),0,0011661813
Australia(39),New Zealand(19),0,0023350889
Australia(40),New Zealand(19),0,0159585857
Australia(41),New Zealand(19),0,0017513153
Australia(42),New Zealand(19),0,0017533624
Australia(43),New Zealand(19),0,0017502935
Australia(44),New Zealand(19),0,0153315339
Australia(45),New Zealand(19),0,0165234340
Australia(46),New Zealand(19),0,0017605652
Australia(47),New Zealand(19),0,0011689076
Australia(48),New Zealand(19),0,0023380738
Australia(49),New Zealand(19),0,0017502935
Australia(50),New Zealand(19),0,0023391856
Australia(51),New Zealand(19),0,0017533624
Australia(52),New Zealand(19),0,0011661813
Australia(53),New Zealand(19),0,0011730211
New Zealand,New Zealand(19),0,0011661813
New Zealand(2),New Zealand(19),0,0011661813
New Zealand(3),New Zealand(19),0,0011661813
New Zealand(4),New Zealand(19),0,0017495274
New Zealand(5),New Zealand(19),0,0011661813
New Zealand(6),New Zealand(19),0,0011661813
New Zealand(7),New Zealand(19),0,0035049417
New Zealand(8),New Zealand(19),0,0011661813
New Zealand(9),New Zealand(19),0,0011661813
New Zealand(10),New Zealand(19),0,0011661813
New Zealand(11),New Zealand(19),0,0017502935
New Zealand(12),New Zealand(19),0,0165175357
New Zealand(13),New Zealand(19),0,0171170562
New Zealand(14),New Zealand(19),0,0165175357
New Zealand(15),New Zealand(19),0,0017502935
New Zealand(16),New Zealand(19),0,0177975243
New Zealand(17),New Zealand(19),0,0029205691
New Zealand(18),New Zealand(19),0,0159187333
Australia,New Zealand(20),0,0005837712
Australia(2),New Zealand(20),0,0000000000
Australia(3),New Zealand(20),0,0005837712
Australia(4),New Zealand(20),0,0000000000
Australia(5),New Zealand(20),0,0011634677
Australia(6),New Zealand(20),0,0005827506
Australia(7),New Zealand(20),0,0005813954
Australia(8),New Zealand(20),0,0005813954
Australia(9),New Zealand(20),0,0017462183
Australia(10),New Zealand(20),0,0017431743
Australia(11),New Zealand(20),0,0029140148
Australia(12),New Zealand(20),0,0035152090
Australia(13),New Zealand(20),0,0029284344
Australia(14),New Zealand(20),0,0011657562
Australia(15),New Zealand(20),0,0017462183
Australia(16),New Zealand(20),0,0011634677
Australia(17),New Zealand(20),0,0017431743
Australia(18),New Zealand(20),0,0159055098
Australia(19),New Zealand(20),0,0029157141
Australia(20),New Zealand(20),0,0011614407
Australia(21),New Zealand(20),0,0011630445
Australia(22),New Zealand(20),0,0164845196
Australia(23),New Zealand(20),0,0011610191
Australia(24),New Zealand(20),0,0005813954
Australia(25),New Zealand(20),0,0005830904
Australia(26),New Zealand(20),0,0005824112
Australia(27),New Zealand(20),0,0164845196
Australia(28),New Zealand(20),0,0005793743
Australia(29),New Zealand(20),0,0029205691
Australia(30),New Zealand(20),0,0011655017
Australia(31),New Zealand(20),0,0029310973
Australia(32),New Zealand(20),0,0011675429
Australia(33),New Zealand(20),0,0005830904
Australia(34),New Zealand(20),0,0146934729
Australia(35),New Zealand(20),0,0164845196
Australia(36),New Zealand(20),0,0158774480
Australia(37),New Zealand(20),0,0005813954
Australia(38),New Zealand(20),0,0005803831
Australia(39),New Zealand(20),0,0017431743
Australia(40),New Zealand(20),0,0158648087
Australia(41),New Zealand(20),0,0011641449
Australia(42),New Zealand(20),0,0011641449
Australia(43),New Zealand(20),0,0011634677
Australia(44),New Zealand(20),0,0147161012
Australia(45),New Zealand(20),0,0159242728
Australia(46),New Zealand(20),0,0011702755
Australia(47),New Zealand(20),0,0005841122
Australia(48),New Zealand(20),0,0023312605
Australia(49),New Zealand(20),0,0011634677
Australia(50),New Zealand(20),0,0017431743
Australia(51),New Zealand(20),0,0011655017
Australia(52),New Zealand(20),0,0005813954
Australia(53),New Zealand(20),0,0005847954
New Zealand,New Zealand(20),0,0005813954
New Zealand(2),New Zealand(20),0,0005813954
New Zealand(3),New Zealand(20),0,0005813954
New Zealand(4),New Zealand(20),0,0011630445
New Zealand(5),New Zealand(20),0,0005763689
New Zealand(6),New Zealand(20),0,0005813954
New Zealand(7),New Zealand(20),0,0029123175
New Zealand(8),New Zealand(20),0,0005827506
New Zealand(9),New Zealand(20),0,0005827506
New Zealand(10),New Zealand(20),0,0005813954
New Zealand(11),New Zealand(20),0,0011661813
New Zealand(12),New Zealand(20),0,0158812776
New Zealand(13),New Zealand(20),0,0164786492
New Zealand(14),New Zealand(20),0,0158812776
New Zealand(15),New Zealand(20),0,0011634677
New Zealand(16),New Zealand(20),0,0171537023
New Zealand(17),New Zealand(20),0,0023350889
New Zealand(18),New Zealand(20),0,0153206471
New Zealand(19),New Zealand(20),0,0017502935
Australia,New Zealand(21),0,0141560914
Australia(2),New Zealand(21),0,0147194279
Australia(3),New Zealand(21),0,0135633716
Australia(4),New Zealand(21),0,0142030047
Australia(5),New Zealand(21),0,0146934729
Australia(6),New Zealand(21),0,0141310850
Australia(7),New Zealand(21),0,0140978803
Australia(8),New Zealand(21),0,0140978803
Australia(9),New Zealand(21),0,0152897759
Australia(10),New Zealand(21),0,0152897759
Australia(11),New Zealand(21),0,0164883537
Australia(12),New Zealand(21),0,0165919782
Australia(13),New Zealand(21),0,0159752493
Australia(14),New Zealand(21),0,0147232754
Australia(15),New Zealand(21),0,0153167996
Australia(16),New Zealand(21),0,0146934729
Australia(17),New Zealand(21),0,0152897759
Australia(18),New Zealand(21),0,0023350889
Australia(19),New Zealand(21),0,0164980696
Australia(20),New Zealand(21),0,0146934729
Australia(21),New Zealand(21),0,0146886712
Australia(22),New Zealand(21),0,0029137612
Australia(23),New Zealand(21),0,0146886712
Australia(24),New Zealand(21),0,0140978803
Australia(25),New Zealand(21),0,0141394106
Australia(26),New Zealand(21),0,0141227691
Australia(27),New Zealand(21),0,0076168645
Australia(28),New Zealand(21),0,0140978803
Australia(29),New Zealand(21),0,0165429602
Australia(30),New Zealand(21),0,0147194279
Australia(31),New Zealand(21),0,0159902934
Australia(32),New Zealand(21),0,0141611003
Australia(33),New Zealand(21),0,0135954427
Australia(34),New Zealand(21),0,0011634677
Australia(35),New Zealand(21),0,0076034993
Australia(36),New Zealand(21),0,0064263357
Australia(37),New Zealand(21),0,0140978803
Australia(38),New Zealand(21),0,0140978803
Australia(39),New Zealand(21),0,0146934729
Australia(40),New Zealand(21),0,0064406243
Australia(41),New Zealand(21),0,0147021144
Australia(42),New Zealand(21),0,0147194279
Australia(43),New Zealand(21),0,0146934729
Australia(44),New Zealand(21),0,0058482738
Australia(45),New Zealand(21),0,0023350889
Australia(46),New Zealand(21),0,0141862132
Australia(47),New Zealand(21),0,0141644465
Australia(48),New Zealand(21),0,0153116241
Australia(49),New Zealand(21),0,0146934729
Australia(50),New Zealand(21),0,0153167996
Australia(51),New Zealand(21),0,0147194279
Australia(52),New Zealand(21),0,0140978803
Australia(53),New Zealand(21),0,0135874107
New Zealand,New Zealand(21),0,0140978803
New Zealand(2),New Zealand(21),0,0140978803
New Zealand(3),New Zealand(21),0,0140978803
New Zealand(4),New Zealand(21),0,0146886712
New Zealand(5),New Zealand(21),0,0140978803
New Zealand(6),New Zealand(21),0,0140978803
New Zealand(7),New Zealand(21),0,0164786492
New Zealand(8),New Zealand(21),0,0141310850
New Zealand(9),New Zealand(21),0,0141310850
New Zealand(10),New Zealand(21),0,0140978803
New Zealand(11),New Zealand(21),0,0147281000
New Zealand(12),New Zealand(21),0,0070117422
New Zealand(13),New Zealand(21),0,0076003238
New Zealand(14),New Zealand(21),0,0070117422
New Zealand(15),New Zealand(21),0,0146934729
New Zealand(16),New Zealand(21),0,0082232724
New Zealand(17),New Zealand(21),0,0159242728
New Zealand(18),New Zealand(21),0,0005826657
New Zealand(19),New Zealand(21),0,0153258287
New Zealand(20),New Zealand(21),0,0146934729
Australia,New Zealand(22),0,0005837712
Australia(2),New Zealand(22),0,0011655017
Australia(3),New Zealand(22),0,0005837712
Australia(4),New Zealand(22),0,0011716467
Australia(5),New Zealand(22),0,0011634677
Australia(6),New Zealand(22),0,0005827506
Australia(7),New Zealand(22),0,0005813954
Australia(8),New Zealand(22),0,0005813954
Australia(9),New Zealand(22),0,0017462183
Australia(10),New Zealand(22),0,0017462183
Australia(11),New Zealand(22),0,0029140148
Australia(12),New Zealand(22),0,0035193327
Australia(13),New Zealand(22),0,0029284344
Australia(14),New Zealand(22),0,0011657562
Australia(15),New Zealand(22),0,0017492729
Australia(16),New Zealand(22),0,0011634677
Australia(17),New Zealand(22),0,0017462183
Australia(18),New Zealand(22),0,0159242728
Australia(19),New Zealand(22),0,0029157141
Australia(20),New Zealand(22),0,0011634677
Australia(21),New Zealand(22),0,0011630445
Australia(22),New Zealand(22),0,0164845196
Australia(23),New Zealand(22),0,0011630445
Australia(24),New Zealand(22),0,0005813954
Australia(25),New Zealand(22),0,0005830904
Australia(26),New Zealand(22),0,0005824112
Australia(27),New Zealand(22),0,0165136882
Australia(28),New Zealand(22),0,0005813954
Australia(29),New Zealand(22),0,0029239849
Australia(30),New Zealand(22),0,0011655017
Australia(31),New Zealand(22),0,0029310973
Australia(32),New Zealand(22),0,0000000000
Australia(33),New Zealand(22),0,0005851376
Australia(34),New Zealand(22),0,0146934729
Australia(35),New Zealand(22),0,0164845196
Australia(36),New Zealand(22),0,0152897759
Australia(37),New Zealand(22),0,0005813954
Australia(38),New Zealand(22),0,0005813954
Australia(39),New Zealand(22),0,0005813954
Australia(40),New Zealand(22),0,0153224981
Australia(41),New Zealand(22),0,0000000000
Australia(42),New Zealand(22),0,0000000000
Australia(43),New Zealand(22),0,0011634677
Australia(44),New Zealand(22),0,0147161012
Australia(45),New Zealand(22),0,0159242728
Australia(46),New Zealand(22),0,0011702755
Australia(47),New Zealand(22),0,0005841122
Australia(48),New Zealand(22),0,0017485077
Australia(49),New Zealand(22),0,0011634677
Australia(50),New Zealand(22),0,0017492729
Australia(51),New Zealand(22),0,0000000000
Australia(52),New Zealand(22),0,0005813954
Australia(53),New Zealand(22),0,0005847954
New Zealand,New Zealand(22),0,0005813954
New Zealand(2),New Zealand(22),0,0005813954
New Zealand(3),New Zealand(22),0,0005813954
New Zealand(4),New Zealand(22),0,0011630445
New Zealand(5),New Zealand(22),0,0005813954
New Zealand(6),New Zealand(22),0,0005813954
New Zealand(7),New Zealand(22),0,0029123175
New Zealand(8),New Zealand(22),0,0005827506
New Zealand(9),New Zealand(22),0,0005827506
New Zealand(10),New Zealand(22),0,0005813954
New Zealand(11),New Zealand(22),0,0011661813
New Zealand(12),New Zealand(22),0,0158812776
New Zealand(13),New Zealand(22),0,0164786492
New Zealand(14),New Zealand(22),0,0158812776
New Zealand(15),New Zealand(22),0,0011634677
New Zealand(16),New Zealand(22),0,0171537023
New Zealand(17),New Zealand(22),0,0023350889
New Zealand(18),New Zealand(22),0,0153206471
New Zealand(19),New Zealand(22),0,0017502935
New Zealand(20),New Zealand(22),0,0011634677
New Zealand(21),New Zealand(22),0,0146934729
Australia,New Zealand(23),0,0000000000
Australia(2),New Zealand(23),0,0005837712
Australia(3),New Zealand(23),0,0000000000
Australia(4),New Zealand(23),0,0005868545
Australia(5),New Zealand(23),0,0005837712
Australia(6),New Zealand(23),0,0000000000
Australia(7),New Zealand(23),0,0000000000
Australia(8),New Zealand(23),0,0000000000
Australia(9),New Zealand(23),0,0011682248
Australia(10),New Zealand(23),0,0011682248
Australia(11),New Zealand(23),0,0023394412
Australia(12),New Zealand(23),0,0029379866
Australia(13),New Zealand(23),0,0023470757
Australia(14),New Zealand(23),0,0005836860
Australia(15),New Zealand(23),0,0011682248
Australia(16),New Zealand(23),0,0005837712
Australia(17),New Zealand(23),0,0011682248
Australia(18),New Zealand(23),0,0153620519
Australia(19),New Zealand(23),0,0023380738
Australia(20),New Zealand(23),0,0005837712
Australia(21),New Zealand(23),0,0005836860
Australia(22),New Zealand(23),0,0159525005
Australia(23),New Zealand(23),0,0005836860
Australia(24),New Zealand(23),0,0000000000
Australia(25),New Zealand(23),0,0000000000
Australia(26),New Zealand(23),0,0000000000
Australia(27),New Zealand(23),0,0159525005
Australia(28),New Zealand(23),0,0000000000
Australia(29),New Zealand(23),0,0023432966
Australia(30),New Zealand(23),0,0005837712
Australia(31),New Zealand(23),0,0023490584
Australia(32),New Zealand(23),0,0005851376
Australia(33),New Zealand(23),0,0000000000
Australia(34),New Zealand(23),0,0141560914
Australia(35),New Zealand(23),0,0159525005
Australia(36),New Zealand(23),0,0147541776
Australia(37),New Zealand(23),0,0000000000
Australia(38),New Zealand(23),0,0000000000
Australia(39),New Zealand(23),0,0011682248
Australia(40),New Zealand(23),0,0147595444
Australia(41),New Zealand(23),0,0005837712
Australia(42),New Zealand(23),0,0005837712
Australia(43),New Zealand(23),0,0005837712
Australia(44),New Zealand(23),0,0141611003
Australia(45),New Zealand(23),0,0153529800
Australia(46),New Zealand(23),0,0005861665
Australia(47),New Zealand(23),0,0000000000
Australia(48),New Zealand(23),0,0011677982
Australia(49),New Zealand(23),0,0005837712
Australia(50),New Zealand(23),0,0011682248
Australia(51),New Zealand(23),0,0005837712
Australia(52),New Zealand(23),0,0000000000
Australia(53),New Zealand(23),0,0000000000
New Zealand,New Zealand(23),0,0000000000
New Zealand(2),New Zealand(23),0,0000000000
New Zealand(3),New Zealand(23),0,0000000000
New Zealand(4),New Zealand(23),0,0005836860
New Zealand(5),New Zealand(23),0,0000000000
New Zealand(6),New Zealand(23),0,0000000000
New Zealand(7),New Zealand(23),0,0023380738
New Zealand(8),New Zealand(23),0,0000000000
New Zealand(9),New Zealand(23),0,0000000000
New Zealand(10),New Zealand(23),0,0000000000
New Zealand(11),New Zealand(23),0,0005837712
New Zealand(12),New Zealand(23),0,0153477799
New Zealand(13),New Zealand(23),0,0159469412
New Zealand(14),New Zealand(23),0,0153477799
New Zealand(15),New Zealand(23),0,0005837712
New Zealand(16),New Zealand(23),0,0165919782
New Zealand(17),New Zealand(23),0,0017533624
New Zealand(18),New Zealand(23),0,0147493358
New Zealand(19),New Zealand(23),0,0011682248
New Zealand(20),New Zealand(23),0,0005837712
New Zealand(21),New Zealand(23),0,0141560914
New Zealand(22),New Zealand(23),0,0005837712
Australia,New Zealand(24),0,0005837712
Australia(2),New Zealand(24),0,0011682248
Australia(3),New Zealand(24),0,0005851376
Australia(4),New Zealand(24),0,0011743987
Australia(5),New Zealand(24),0,0011661813
Australia(6),New Zealand(24),0,0005827506
Australia(7),New Zealand(24),0,0005827506
Australia(8),New Zealand(24),0,0005827506
Australia(9),New Zealand(24),0,0017502935
Australia(10),New Zealand(24),0,0017502935
Australia(11),New Zealand(24),0,0029208238
Australia(12),New Zealand(24),0,0035276093
Australia(13),New Zealand(24),0,0029353111
Australia(14),New Zealand(24),0,0011657562
Australia(15),New Zealand(24),0,0017533624
Australia(16),New Zealand(24),0,0011661813
Australia(17),New Zealand(24),0,0017502935
Australia(18),New Zealand(24),0,0159619320
Australia(19),New Zealand(24),0,0029191186
Australia(20),New Zealand(24),0,0011661813
Australia(21),New Zealand(24),0,0011657562
Australia(22),New Zealand(24),0,0165234340
Australia(23),New Zealand(24),0,0011657562
Australia(24),New Zealand(24),0,0005827506
Australia(25),New Zealand(24),0,0005837712
Australia(26),New Zealand(24),0,0005837712
Australia(27),New Zealand(24),0,0165527406
Australia(28),New Zealand(24),0,0005827506
